"","Date","PlayerID","Training","SessionType","Duration","RPE","SessionLoad","DailyLoad","AcuteLoad","ChronicLoad","AcuteChronicRatio","ObjectiveRating","FocusRating","BestOutOfMyself"
"1343","2018-05-09",13,"Yes","Mobility/Recovery",90,0,0,NA,NA,NA,NA,NA,NA,"Not at all"
"1344","2018-05-09",14,"Yes","Skills",60,2.8,180,195,246.4,167.54,1.47,NA,NA,NA
"1345","2018-05-09",14,"Yes","Mobility/Recovery",30,0.1,15,NA,NA,NA,NA,NA,NA,NA
"1346","2018-05-09",16,"Yes","Skills",60,3.2,180,270,194,279.68,0.69,10,10,"Absolutely"
"1347","2018-05-09",16,"Yes","Mobility/Recovery",45,2,90,NA,NA,NA,NA,10,10,"Absolutely"
"1348","2018-05-08",1,"Yes","Speed",40,2.4,80,440,262.9,246.25,1.07,NA,NA,NA
"1349","2018-05-08",1,"Yes","Skills",60,2.6,180,NA,NA,NA,NA,NA,NA,NA
"1350","2018-05-08",1,"Yes","Strength",60,2.8,180,NA,NA,NA,NA,NA,NA,NA
"1351","2018-05-08",2,"Yes","Speed",15,3.8,60,510,202.1,288.43,0.7,NA,NA,NA
"1352","2018-05-08",2,"Yes","Skills",70,2.8,210,NA,NA,NA,NA,NA,NA,NA
"1353","2018-05-08",2,"Yes","Strength",60,3.7,240,NA,NA,NA,NA,NA,NA,NA
"1354","2018-05-08",3,"Yes","Speed",30,4.5,120,1200,390,350.96,1.11,NA,NA,"Absolutely"
"1355","2018-05-08",3,"Yes","Conditioning",30,8.6,270,NA,NA,NA,NA,NA,NA,"Absolutely"
"1356","2018-05-08",3,"Yes","Skills",60,2.7,180,NA,NA,NA,NA,NA,NA,"Absolutely"
"1357","2018-05-08",3,"Yes","Strength",90,7,630,NA,NA,NA,NA,NA,NA,"Absolutely"
"1358","2018-05-08",4,"Yes","Speed",30,2.6,90,570,293.6,302.04,0.97,8,8,NA
"1359","2018-05-08",4,"Yes","Skills",60,3.8,240,NA,NA,NA,NA,8,8,NA
"1360","2018-05-08",4,"Yes","Strength",60,4.1,240,NA,NA,NA,NA,8,8,NA
"1361","2018-05-08",6,"Yes","Conditioning",6,8.9,54,834,269.1,373.79,0.72,9,9,NA
"1362","2018-05-08",6,"Yes","Skills",60,4.2,240,NA,NA,NA,NA,9,9,NA
"1363","2018-05-08",6,"Yes","Conditioning",60,9.2,540,NA,NA,NA,NA,9,9,NA
"1364","2018-05-08",7,"Yes","Skills",45,4.8,225,525,243.6,239.61,1.02,NA,NA,NA
"1365","2018-05-08",7,"Yes","Speed",15,5.2,75,NA,NA,NA,NA,NA,NA,NA
"1366","2018-05-08",7,"Yes","Strength",45,5,225,NA,NA,NA,NA,NA,NA,NA
"1367","2018-05-08",8,"Yes","Speed",20,4.1,80,680,154.3,275.68,0.56,NA,NA,NA
"1368","2018-05-08",8,"Yes","Skills",60,4.7,300,NA,NA,NA,NA,NA,NA,NA
"1369","2018-05-08",8,"Yes","Strength",75,3.9,300,NA,NA,NA,NA,NA,NA,NA
"1370","2018-05-08",10,"Yes","Skills",75,3.5,300,480,137.1,234.54,0.58,8,8,NA
"1371","2018-05-08",10,"Yes","Strength",60,2.9,180,NA,NA,NA,NA,8,8,NA
"1372","2018-05-08",11,"Yes","Skills",75,5.6,450,750,326.4,407.18,0.8,10,10,"Absolutely"
"1373","2018-05-08",11,"Yes","Strength",60,4.8,300,NA,NA,NA,NA,10,10,"Absolutely"
"1374","2018-05-08",13,"Yes","Speed",15,3.1,45,720,300.7,265.61,1.13,NA,NA,"Not at all"
"1375","2018-05-08",13,"Yes","Skills",75,5.2,375,NA,NA,NA,NA,NA,NA,"Not at all"
"1376","2018-05-08",13,"Yes","Strength",60,5.1,300,NA,NA,NA,NA,NA,NA,"Not at all"
"1377","2018-05-08",14,"Yes","Conditioning",30,7.2,210,900,218.6,171.29,1.28,NA,NA,NA
"1378","2018-05-08",14,"Yes","Skills",60,3.9,240,NA,NA,NA,NA,NA,NA,NA
"1379","2018-05-08",14,"Yes","Strength",90,4.9,450,NA,NA,NA,NA,NA,NA,NA
"1380","2018-05-08",15,"Yes","Speed",30,1.8,60,300,105.7,146.79,0.72,7,8,NA
"1381","2018-05-08",15,"Yes","Skills",80,3.2,240,NA,NA,NA,NA,7,8,NA
"1382","2018-05-08",16,"Yes","Skills",60,3.9,240,450,254,278.61,0.91,10,10,"Absolutely"
"1383","2018-05-08",16,"Yes","Strength",50,3,150,NA,NA,NA,NA,10,10,"Absolutely"
"1384","2018-05-08",16,"Yes","Mobility/Recovery",30,2.2,60,NA,NA,NA,NA,10,10,"Absolutely"
"1385","2018-05-07",1,"Yes","Skills",90,3.2,270,270,219.3,230.54,0.95,0,NA,NA
"1386","2018-05-07",2,"Yes","Skills",60,2.8,180,180,195,270.21,0.72,NA,NA,NA
"1387","2018-05-07",3,"Yes","Skills",90,3.7,360,360,244.3,308.11,0.79,NA,NA,"Absolutely"
"1388","2018-05-07",4,"Yes","Skills",90,3,270,270,310.7,281.68,1.1,8,8,NA
"1389","2018-05-07",6,"Yes","Speed",60,6.3,360,1050,198.9,344,0.58,9,8,NA
"1390","2018-05-07",6,"Yes","Skills",90,5.1,450,NA,NA,NA,NA,9,8,NA
"1391","2018-05-07",6,"Yes","Strength",60,4,240,NA,NA,NA,NA,9,8,NA
"1392","2018-05-07",7,"Yes","Skills",60,2.8,180,180,185.7,220.86,0.84,NA,NA,NA
"1393","2018-05-07",11,"Yes","Skills",75,2.6,225,225,260,380.39,0.68,9,9,"Absolutely"
"1394","2018-05-07",13,"Yes","Skills",90,3.8,360,360,217.9,239.89,0.91,NA,NA,"Not at all"
"1395","2018-05-07",13,"Yes","Mobility/Recovery",15,0.2,0,NA,NA,NA,NA,NA,NA,"Not at all"
"1396","2018-05-07",14,"Yes","Skills",90,3.3,270,270,108.3,139.14,0.78,NA,NA,NA
"1397","2018-05-07",15,"Yes","Skills",60,2.1,120,120,187.1,136.07,1.38,8,9,NA
"1398","2018-05-07",16,"Yes","Skills",60,2.9,180,180,211.1,263.61,0.8,10,10,NA
"1399","2018-05-06",13,"Yes","Mobility/Recovery",15,0,0,0,235,242.04,0.97,NA,NA,"Not at all"
"1400","2018-05-04",1,"Yes","Skills",90,5,450,455,429.3,257.14,1.67,NA,NA,NA
"1401","2018-05-04",1,"Yes","Mobility/Recovery",10,0,5,NA,NA,NA,NA,NA,NA,NA
"1402","2018-05-04",2,"Yes","Skills",30,2.7,90,590,422.1,278.79,1.51,NA,NA,NA
"1403","2018-05-04",2,"Yes","Conditioning",20,6.9,140,NA,NA,NA,NA,NA,NA,NA
"1404","2018-05-04",2,"Yes","Strength",60,5,300,NA,NA,NA,NA,NA,NA,NA
"1405","2018-05-04",2,"Yes","Mobility/Recovery",30,1.8,60,NA,NA,NA,NA,NA,NA,NA
"1406","2018-05-04",3,"Yes","Strength",45,4.9,225,375,454.3,344.54,1.32,NA,NA,"Absolutely"
"1407","2018-05-04",3,"Yes","Conditioning",30,5.3,150,NA,NA,NA,NA,NA,NA,"Absolutely"
"1408","2018-05-04",4,"Yes","Conditioning",60,7.1,420,540,510,283.82,1.8,7,8,NA
"1409","2018-05-04",4,"Yes","Strength",40,3.1,120,NA,NA,NA,NA,7,8,NA
"1410","2018-05-04",7,"Yes","Skills",60,6.2,360,360,342.1,241.75,1.42,NA,NA,NA
"1411","2018-05-04",8,"Yes","Skills",60,5,300,400,360,291.75,1.23,NA,NA,NA
"1412","2018-05-04",8,"Yes","Conditioning",10,0.7,100,NA,NA,NA,NA,NA,NA,NA
"1413","2018-05-04",10,"Yes","Skills",60,8.3,480,480,295.7,240.54,1.23,8,8,NA
"1414","2018-05-04",11,"Yes","Skills",45,5.4,225,450,539.3,405.57,1.33,10,10,"Absolutely"
"1415","2018-05-04",11,"Yes","Conditioning",25,9.4,225,NA,NA,NA,NA,10,10,"Absolutely"
"1416","2018-05-04",13,"Yes","Skills",60,3.7,240,645,388.6,244.89,1.59,NA,NA,"Not at all"
"1417","2018-05-04",13,"Yes","Conditioning",20,8.9,180,NA,NA,NA,NA,NA,NA,"Not at all"
"1418","2018-05-04",13,"Yes","Strength",45,4.7,225,NA,NA,NA,NA,NA,NA,"Not at all"
"1419","2018-05-04",13,"Yes","Mobility/Recovery",40,0.2,0,NA,NA,NA,NA,NA,NA,"Not at all"
"1420","2018-05-04",14,"Yes","Conditioning",30,6.8,210,360,142.6,149.86,0.95,NA,NA,NA
"1421","2018-05-04",14,"Yes","Skills",30,5,150,NA,NA,NA,NA,NA,NA,NA
"1422","2018-05-04",16,"Yes","Skills",50,9,450,458,483.3,293.79,1.65,9,10,NA
"1423","2018-05-04",16,"Yes","Mobility/Recovery",15,0,8,NA,NA,NA,NA,9,10,NA
"1424","2018-05-03",1,"Yes","Speed",60,3,180,675,364.3,240.89,1.51,NA,NA,NA
"1425","2018-05-03",1,"Yes","Skills",45,3,135,NA,NA,NA,NA,NA,NA,NA
"1426","2018-05-03",1,"Yes","Strength",90,4,360,NA,NA,NA,NA,NA,NA,NA
"1427","2018-05-03",2,"Yes","Skills",15,1.1,15,135,337.9,257.71,1.31,NA,NA,NA
"1428","2018-05-03",2,"Yes","Mobility/Recovery",60,2.3,120,NA,NA,NA,NA,NA,NA,NA
"1429","2018-05-03",3,"Yes","Speed",30,4.3,120,795,400.7,331.14,1.21,NA,NA,"Absolutely"
"1430","2018-05-03",3,"Yes","Skills",75,4.7,300,NA,NA,NA,NA,NA,NA,"Absolutely"
"1431","2018-05-03",3,"Yes","Strength",75,4.9,375,NA,NA,NA,NA,NA,NA,"Absolutely"
"1432","2018-05-03",4,"Yes","Speed",75,5.7,450,675,432.9,264.54,1.64,8,8,"Absolutely"
"1433","2018-05-03",4,"Yes","Skills",45,1,45,NA,NA,NA,NA,8,8,"Absolutely"
"1434","2018-05-03",4,"Yes","Strength",45,4.1,180,NA,NA,NA,NA,8,8,"Absolutely"
"1435","2018-05-03",7,"Yes","Speed",40,3.9,160,640,290.7,228.89,1.27,NA,NA,NA
"1436","2018-05-03",7,"Yes","Skills",60,2.7,180,NA,NA,NA,NA,NA,NA,NA
"1437","2018-05-03",7,"Yes","Strength",60,4.8,300,NA,NA,NA,NA,NA,NA,NA
"1438","2018-05-03",11,"Yes","Speed",50,4,200,860,475,389.5,1.22,9,9,"Absolutely"
"1439","2018-05-03",11,"Yes","Skills",60,2.8,180,NA,NA,NA,NA,9,9,"Absolutely"
"1440","2018-05-03",11,"Yes","Strength",80,6.3,480,NA,NA,NA,NA,9,9,"Absolutely"
"1441","2018-05-03",13,"Yes","Speed",20,6.3,120,380,317.9,221.86,1.43,NA,NA,"Not at all"
"1442","2018-05-03",13,"Yes","Skills",40,0,20,NA,NA,NA,NA,NA,NA,"Not at all"
"1443","2018-05-03",13,"Yes","Strength",60,3.8,240,NA,NA,NA,NA,NA,NA,"Not at all"
"1444","2018-05-03",13,"Yes","Mobility/Recovery",30,0,0,NA,NA,NA,NA,NA,NA,"Not at all"
"1445","2018-05-03",15,"Yes","Game",20,8,160,320,325.7,141.43,2.3,8,8,NA
"1446","2018-05-03",15,"Yes","Game",20,7.8,160,NA,NA,NA,NA,8,8,NA
"1447","2018-05-03",16,"Yes","Speed",45,2.9,135,690,417.9,277.43,1.51,10,10,"Absolutely"
"1448","2018-05-03",16,"Yes","Skills",75,1.2,75,NA,NA,NA,NA,10,10,"Absolutely"
"1449","2018-05-03",16,"Yes","Strength",90,5.2,450,NA,NA,NA,NA,10,10,"Absolutely"
"1450","2018-05-03",16,"Yes","Mobility/Recovery",30,0.4,30,NA,NA,NA,NA,10,10,"Absolutely"
"1451","2018-05-02",1,"Yes","Mobility/Recovery",30,0.1,15,135,430.7,216.79,1.99,NA,NA,NA
"1452","2018-05-02",1,"Yes","Skills",60,2,120,NA,NA,NA,NA,NA,NA,NA
"1453","2018-05-02",2,"Yes","Skills",60,4,240,460,472.9,252.89,1.87,NA,NA,NA
"1454","2018-05-02",2,"Yes","Game",25,5.9,150,NA,NA,NA,NA,NA,NA,NA
"1455","2018-05-02",2,"Yes","Mobility/Recovery",35,2.2,70,NA,NA,NA,NA,NA,NA,NA
"1456","2018-05-02",3,"Yes","Skills",60,3.3,180,180,407.1,302.75,1.34,NA,NA,"Absolutely"
"1457","2018-05-02",4,"Yes","Speed",70,5,350,690,460.7,240.43,1.92,8,8,NA
"1458","2018-05-02",4,"Yes","Skills",45,2.2,90,NA,NA,NA,NA,8,8,NA
"1459","2018-05-02",4,"Yes","Strength",50,4.9,250,NA,NA,NA,NA,8,8,NA
"1460","2018-05-02",5,"Yes","Mobility/Recovery",45,0.1,22,82,275.3,78.25,3.52,8,NA,NA
"1461","2018-05-02",5,"Yes","Skills",60,1.2,60,NA,NA,NA,NA,8,NA,NA
"1462","2018-05-02",6,"Yes","Mobility/Recovery",30,1,30,342,331.7,369.36,0.9,9,9,NA
"1463","2018-05-02",6,"Yes","Skills",60,2.1,120,NA,NA,NA,NA,9,9,NA
"1464","2018-05-02",6,"Yes","Skills",20,4.1,80,NA,NA,NA,NA,9,9,NA
"1465","2018-05-02",6,"Yes","Game",16,7.2,112,NA,NA,NA,NA,9,9,NA
"1466","2018-05-02",7,"Yes","Skills",60,1.9,120,120,276.4,206.04,1.34,NA,NA,NA
"1467","2018-05-02",8,"Yes","Conditioning",20,6.3,120,525,302.9,277.46,1.09,NA,NA,NA
"1468","2018-05-02",8,"Yes","Skills",15,2.9,45,NA,NA,NA,NA,NA,NA,NA
"1469","2018-05-02",8,"Yes","Strength",60,6.6,360,NA,NA,NA,NA,NA,NA,NA
"1470","2018-05-02",11,"Yes","Mobility/Recovery",30,2.3,60,285,585,358.79,1.63,9,10,"Absolutely"
"1471","2018-05-02",11,"Yes","Skills",75,3.2,225,NA,NA,NA,NA,9,10,"Absolutely"
"1472","2018-05-02",12,"Yes","Game",15,3,45,210,167.1,87.61,1.91,8,8,NA
"1473","2018-05-02",12,"Yes","Game",15,2.7,45,NA,NA,NA,NA,8,8,NA
"1474","2018-05-02",12,"Yes","Skills",30,1.7,60,NA,NA,NA,NA,8,8,NA
"1475","2018-05-02",12,"Yes","Mobility/Recovery",30,2,60,NA,NA,NA,NA,8,8,NA
"1476","2018-05-02",13,"Yes","Mobility/Recovery",50,0,0,140,267.9,208.29,1.29,NA,NA,"Not at all"
"1477","2018-05-02",13,"Yes","Skills",70,2.2,140,NA,NA,NA,NA,NA,NA,"Not at all"
"1478","2018-05-02",14,"Yes","Skills",30,1.3,30,128,184,137,1.34,NA,NA,NA
"1479","2018-05-02",14,"Yes","Game",7,3.8,28,NA,NA,NA,NA,NA,NA,NA
"1480","2018-05-02",14,"Yes","Game",14,5.2,70,NA,NA,NA,NA,NA,NA,NA
"1481","2018-05-02",15,"Yes","Skills",90,6.7,630,870,415.7,130,3.2,7,7,NA
"1482","2018-05-02",15,"Yes","Conditioning",30,7.6,240,NA,NA,NA,NA,7,7,NA
"1483","2018-05-02",16,"Yes","Mobility/Recovery",30,1.2,30,150,386.4,252.79,1.53,10,10,"Absolutely"
"1484","2018-05-02",16,"Yes","Skills",60,1.6,120,NA,NA,NA,NA,10,10,"Absolutely"
"1485","2018-05-01",1,"Yes","Skills",90,6.9,630,630,490,236.79,2.07,NA,NA,NA
"1486","2018-05-01",2,"Yes","Skills",30,3.6,120,570,521.4,263.25,1.98,NA,NA,NA
"1487","2018-05-01",2,"Yes","Conditioning",60,7,420,NA,NA,NA,NA,NA,NA,NA
"1488","2018-05-01",2,"Yes","Mobility/Recovery",15,2.2,30,NA,NA,NA,NA,NA,NA,NA
"1489","2018-05-01",3,"Yes","Conditioning",45,7.1,315,540,456.4,333.82,1.37,NA,NA,"Absolutely"
"1490","2018-05-01",3,"Yes","Strength",45,5.2,225,NA,NA,NA,NA,NA,NA,"Absolutely"
"1491","2018-05-01",4,"Yes","Conditioning",35,6.8,245,605,451.4,250.61,1.8,8,8,NA
"1492","2018-05-01",4,"Yes","Conditioning",45,8.1,360,NA,NA,NA,NA,8,8,NA
"1493","2018-05-01",5,"Yes","Conditioning",60,7.8,480,480,263.6,75.32,3.5,8,9,NA
"1494","2018-05-01",5,"Yes","Mobility/Recovery",10,0,0,NA,NA,NA,NA,8,9,NA
"1495","2018-05-01",6,"Yes","Skills",90,7.8,720,720,383.6,396.79,0.97,8,8,NA
"1496","2018-05-01",7,"Yes","Conditioning",45,7.2,315,315,336.4,233.18,1.44,NA,NA,NA
"1497","2018-05-01",8,"Yes","Conditioning",35,7.9,280,770,313.6,258.71,1.21,NA,NA,NA
"1498","2018-05-01",8,"Yes","Conditioning",45,1.6,450,NA,NA,NA,NA,NA,NA,NA
"1499","2018-05-01",8,"Yes","Skills",20,2.2,40,NA,NA,NA,NA,NA,NA,NA
"1500","2018-05-01",10,"Yes","Skills",75,7.9,600,600,323.6,252.32,1.28,8,8,NA
"1501","2018-05-01",11,"Yes","Skills",35,4.3,140,770,651.4,388.43,1.68,10,10,"Absolutely"
"1502","2018-05-01",11,"Yes","Conditioning",70,8.9,630,NA,NA,NA,NA,10,10,"Absolutely"
"1503","2018-05-01",12,"Yes","Conditioning",60,5.2,300,300,195,80.11,2.43,8,8,NA
"1504","2018-05-01",13,"Yes","Conditioning",40,9,360,480,247.9,234,1.06,NA,NA,"Not at all"
"1505","2018-05-01",13,"Yes","Skills",40,2.9,120,NA,NA,NA,NA,NA,NA,"Not at all"
"1506","2018-05-01",13,"Yes","Mobility/Recovery",30,0,0,NA,NA,NA,NA,NA,NA,"Not at all"
"1507","2018-05-01",14,"Yes","Conditioning",30,7.8,240,510,268.6,132.43,2.03,NA,NA,NA
"1508","2018-05-01",14,"Yes","Skills",45,5.9,270,NA,NA,NA,NA,NA,NA,NA
"1509","2018-05-01",16,"Yes","Skills",60,7.9,480,600,478.6,247.43,1.93,9,9,NA
"1510","2018-05-01",16,"Yes","Mobility/Recovery",60,1.9,120,NA,NA,NA,NA,9,9,NA
"1511","2018-05-01",17,"Yes","Skills",30,4.1,120,660,344.3,302.29,1.14,8,9,NA
"1512","2018-05-01",17,"Yes","Conditioning",60,9.1,540,NA,NA,NA,NA,8,9,NA
"1513","2018-04-30",1,"Yes","Speed",60,3.8,240,1110,400,214.82,1.86,NA,NA,NA
"1514","2018-04-30",1,"Yes","Skills",90,2.9,270,NA,NA,NA,NA,NA,NA,NA
"1515","2018-04-30",1,"Yes","Strength",150,3.9,600,NA,NA,NA,NA,NA,NA,NA
"1516","2018-04-30",2,"Yes","Speed",40,5.3,200,1200,440,245.57,1.79,NA,NA,NA
"1517","2018-04-30",2,"Yes","Skills",90,3.8,360,NA,NA,NA,NA,NA,NA,NA
"1518","2018-04-30",2,"Yes","Strength",90,5.8,540,NA,NA,NA,NA,NA,NA,NA
"1519","2018-04-30",2,"Yes","Combat",25,3.4,100,NA,NA,NA,NA,NA,NA,NA
"1520","2018-04-30",3,"Yes","Speed",60,4.7,300,1290,379.3,316.68,1.2,NA,NA,"Absolutely"
"1521","2018-04-30",3,"Yes","Skills",90,5.1,450,NA,NA,NA,NA,NA,NA,"Absolutely"
"1522","2018-04-30",3,"Yes","Strength",90,6.3,540,NA,NA,NA,NA,NA,NA,"Absolutely"
"1523","2018-04-30",4,"Yes","Conditioning",40,6.9,280,1060,365,231.14,1.58,8,8,"Absolutely"
"1524","2018-04-30",4,"Yes","Strength",130,6.1,780,NA,NA,NA,NA,8,8,"Absolutely"
"1525","2018-04-30",5,"Yes","Speed",40,4,160,1365,195,58.18,3.35,9,9,NA
"1526","2018-04-30",5,"Yes","Skills",90,3.7,360,NA,NA,NA,NA,9,9,NA
"1527","2018-04-30",5,"Yes","Strength",160,5.1,800,NA,NA,NA,NA,9,9,NA
"1528","2018-04-30",5,"Yes","Combat",15,2.8,45,NA,NA,NA,NA,9,9,NA
"1529","2018-04-30",6,"Yes","Speed",40,4.1,160,1260,327.9,377.32,0.87,8,8,NA
"1530","2018-04-30",6,"Yes","Skills",90,3.8,360,NA,NA,NA,NA,8,8,NA
"1531","2018-04-30",6,"Yes","Strength",120,5.7,720,NA,NA,NA,NA,8,8,NA
"1532","2018-04-30",6,"Yes","Combat",10,1.7,20,NA,NA,NA,NA,8,8,NA
"1533","2018-04-30",7,"Yes","Speed",30,3,90,960,291.4,223,1.31,NA,NA,NA
"1534","2018-04-30",7,"Yes","Conditioning",15,4.2,60,NA,NA,NA,NA,NA,NA,NA
"1535","2018-04-30",7,"Yes","Skills",60,3.1,180,NA,NA,NA,NA,NA,NA,NA
"1536","2018-04-30",7,"Yes","Strength",90,7.3,630,NA,NA,NA,NA,NA,NA,NA
"1537","2018-04-30",8,"Yes","Conditioning",30,6.5,210,825,203.6,231.21,0.88,NA,NA,NA
"1538","2018-04-30",8,"Yes","Skills",15,1,15,NA,NA,NA,NA,NA,NA,NA
"1539","2018-04-30",8,"Yes","Strength",100,6.3,600,NA,NA,NA,NA,NA,NA,NA
"1540","2018-04-30",10,"Yes","Speed",45,3.6,180,990,237.9,231.61,1.03,8,8,NA
"1541","2018-04-30",10,"Yes","Skills",70,3,210,NA,NA,NA,NA,8,8,NA
"1542","2018-04-30",10,"Yes","Strength",120,5,600,NA,NA,NA,NA,8,8,NA
"1543","2018-04-30",11,"Yes","Speed",50,5.4,250,1410,541.4,362,1.5,8,7,NA
"1544","2018-04-30",11,"Yes","Skills",90,3.9,360,NA,NA,NA,NA,8,7,NA
"1545","2018-04-30",11,"Yes","Strength",100,7.9,800,NA,NA,NA,NA,8,7,NA
"1546","2018-04-30",13,"Yes","Speed",40,4.1,160,805,179.3,216.86,0.83,NA,NA,"Not at all"
"1547","2018-04-30",13,"Yes","Skills",90,2.5,270,NA,NA,NA,NA,NA,NA,"Not at all"
"1548","2018-04-30",13,"Yes","Strength",75,4.7,375,NA,NA,NA,NA,NA,NA,"Not at all"
"1549","2018-04-30",13,"Yes","Mobility/Recovery",10,0,0,NA,NA,NA,NA,NA,NA,"Not at all"
"1550","2018-04-30",15,"Yes","Speed",70,3.9,280,1090,291.4,99.64,2.92,7,8,NA
"1551","2018-04-30",15,"Yes","Skills",60,3.1,180,NA,NA,NA,NA,7,8,NA
"1552","2018-04-30",15,"Yes","Strength",90,6.1,540,NA,NA,NA,NA,7,8,NA
"1553","2018-04-30",15,"Yes","Combat",30,3.5,90,NA,NA,NA,NA,7,8,NA
"1554","2018-04-30",16,"Yes","Strength",150,7.3,1050,1485,392.9,231.36,1.7,8,8,"Somewhat"
"1555","2018-04-30",16,"Yes","Combat",15,3.9,60,NA,NA,NA,NA,8,8,"Somewhat"
"1556","2018-04-30",16,"Yes","Mobility/Recovery",30,1,30,NA,NA,NA,NA,8,8,"Somewhat"
"1557","2018-04-30",16,"Yes","Speed",45,5.1,225,NA,NA,NA,NA,8,8,"Somewhat"
"1558","2018-04-30",16,"Yes","Skills",60,1.7,120,NA,NA,NA,NA,8,8,"Somewhat"
"1559","2018-04-30",17,"Yes","Speed",20,1.9,40,630,282.9,278.71,1.02,9,9,NA
"1560","2018-04-30",17,"Yes","Skills",90,3.3,270,NA,NA,NA,NA,9,9,NA
"1561","2018-04-30",17,"Yes","Strength",80,4,320,NA,NA,NA,NA,9,9,NA
"1562","2018-04-29",13,"Yes","Conditioning",20,6.5,120,270,64.3,208.46,0.31,NA,NA,"Not at all"
"1563","2018-04-29",13,"Yes","Strength",30,5.5,150,NA,NA,NA,NA,NA,NA,"Not at all"
"1564","2018-04-29",13,"Yes","Mobility/Recovery",10,0,0,NA,NA,NA,NA,NA,NA,"Not at all"
"1565","2018-04-28",13,"Yes","Conditioning",30,4.8,150,150,25.7,228.11,0.11,NA,NA,"Not at all"
"1566","2018-04-27",1,"Yes","Speed",60,3.2,180,1140,270.3,214.82,1.26,NA,NA,NA
"1567","2018-04-27",1,"Yes","Skills",90,9.4,810,NA,NA,NA,NA,NA,NA,NA
"1568","2018-04-27",1,"Yes","Strength",50,2.7,150,NA,NA,NA,NA,NA,NA,NA
"1569","2018-04-27",2,"Yes","Conditioning",60,7.3,420,1080,325.7,249.32,1.31,NA,NA,NA
"1570","2018-04-27",2,"Yes","Speed",30,4,120,NA,NA,NA,NA,NA,NA,NA
"1571","2018-04-27",2,"Yes","Skills",20,2.5,60,NA,NA,NA,NA,NA,NA,NA
"1572","2018-04-27",2,"Yes","Strength",80,6.3,480,NA,NA,NA,NA,NA,NA,NA
"1573","2018-04-27",3,"Yes","Speed",45,4,180,840,195,325.25,0.6,NA,NA,"Absolutely"
"1574","2018-04-27",3,"Yes","Conditioning",20,6.3,120,NA,NA,NA,NA,NA,NA,"Absolutely"
"1575","2018-04-27",3,"Yes","Strength",90,5.7,540,NA,NA,NA,NA,NA,NA,"Absolutely"
"1576","2018-04-27",4,"Yes","Conditioning",45,5.8,270,870,250.1,243.64,1.03,8,8,"Absolutely"
"1577","2018-04-27",4,"Yes","Strength",100,5.8,600,NA,NA,NA,NA,8,8,"Absolutely"
"1578","2018-04-27",7,"Yes","Speed",30,3,90,540,239.3,233.89,1.02,NA,NA,NA
"1579","2018-04-27",7,"Yes","Conditioning",25,2.9,75,NA,NA,NA,NA,NA,NA,NA
"1580","2018-04-27",7,"Yes","Strength",75,4.9,375,NA,NA,NA,NA,NA,NA,NA
"1581","2018-04-27",11,"Yes","Speed",60,5.2,300,1630,444.3,366.29,1.21,9,9,"Absolutely"
"1582","2018-04-27",11,"Yes","Skills",40,5.1,200,NA,NA,NA,NA,9,9,"Absolutely"
"1583","2018-04-27",11,"Yes","Conditioning",50,1.2,500,NA,NA,NA,NA,9,9,"Absolutely"
"1584","2018-04-27",11,"Yes","Strength",90,7.3,630,NA,NA,NA,NA,9,9,"Absolutely"
"1585","2018-04-27",12,"Yes","Speed",45,2.6,135,660,166.1,93.5,1.78,7,7,NA
"1586","2018-04-27",12,"Yes","Skills",75,4.1,300,NA,NA,NA,NA,7,7,NA
"1587","2018-04-27",12,"Yes","Strength",75,3.1,225,NA,NA,NA,NA,7,7,NA
"1588","2018-04-27",13,"Yes","Mobility/Recovery",30,1.3,30,30,66,222.75,0.3,NA,NA,"Not at all"
"1589","2018-04-27",14,"Yes","Speed",40,5.1,200,650,246.3,154.39,1.6,NA,NA,NA
"1590","2018-04-27",14,"Yes","Conditioning",30,9.6,270,NA,NA,NA,NA,NA,NA,NA
"1591","2018-04-27",14,"Yes","Skills",30,6,180,NA,NA,NA,NA,NA,NA,NA
"1592","2018-04-27",15,"Yes","Speed",60,4,240,950,135.7,83.21,1.63,7,7,"Absolutely"
"1593","2018-04-27",15,"Yes","Skills",70,5.3,350,NA,NA,NA,NA,7,7,"Absolutely"
"1594","2018-04-27",15,"Yes","Strength",90,3.9,360,NA,NA,NA,NA,7,7,"Absolutely"
"1595","2018-04-27",16,"Yes","Conditioning",30,5.8,180,470,229.6,223.32,1.03,NA,NA,NA
"1596","2018-04-27",16,"Yes","Strength",55,4.8,275,NA,NA,NA,NA,NA,NA,NA
"1597","2018-04-27",16,"Yes","Mobility/Recovery",30,0.4,15,NA,NA,NA,NA,NA,NA,NA
"1598","2018-04-27",17,"Yes","Speed",45,3.8,180,1120,398.9,275.36,1.45,9,9,NA
"1599","2018-04-27",17,"Yes","Conditioning",60,9,540,NA,NA,NA,NA,9,9,NA
"1600","2018-04-27",17,"Yes","Strength",80,4.8,400,NA,NA,NA,NA,9,9,NA
"1601","2018-04-26",1,"Yes","Speed",10,1,10,550,140,174.11,0.8,NA,NA,NA
"1602","2018-04-26",1,"Yes","Skills",90,3,270,NA,NA,NA,NA,NA,NA,NA
"1603","2018-04-26",1,"Yes","Strength",90,3.1,270,NA,NA,NA,NA,NA,NA,NA
"1604","2018-04-26",2,"Yes","Speed",20,3.1,60,800,236.4,210.75,1.12,NA,NA,NA
